,ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Latitude,Longitude,X Coordinate,Y Coordinate,Year,Month,Day,Weekday,HourOfDay
925852,10280403,2015-10-19 21:15:00,THEFT,OVER $500,VEHICLE-COMMERCIAL,False,False,8.0,41.78020663,-87.68236688799999,1161799.0,1863170.0,2015,10,19,0,21
895890,10331507,2015-12-01 15:00:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,16.0,41.975088913,-87.844849787,1117078.0,1933891.0,2015,12,1,1,15
3786248,5686669,2007-07-29 18:30:00,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,False,22.0,41.720064106,-87.64682444200001,1171668.0,1841330.0,2007,7,29,6,18
3321578,6450604,2008-08-23 14:16:00,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,14.0,41.913369488,-87.694635049,1158092.0,1911669.0,2008,8,23,5,14
1396601,9478082,2014-01-29 11:10:00,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,6.0,41.751719202,-87.66346975799999,1167034.0,1852829.0,2014,1,29,2,11
1895485,8678152,2012-06-26 08:48:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,4.0,41.741746477,-87.567300449,1193308.0,1849414.0,2012,6,26,1,8
1416048,9443665,2013-12-29 17:33:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,6.0,41.721620575,-87.631452369,1175860.0,1841931.0,2013,12,29,6,17
1611743,9130025,2013-05-15 01:00:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2.0,41.812400702,-87.61967762,1178800.0,1875037.0,2013,5,15,2,1
595304,10818909,2017-01-16 19:40:00,THEFT,OVER $500,STREET,False,False,17.0,41.98712745,-87.71144350600001,1153322.0,1938513.0,2017,1,16,0,19
4857365,3859029,2005-03-13 22:45:00,THEFT,$500 AND UNDER,STREET,False,False,3.0,41.785268355,-87.61445292399999,1180307.0,1865162.0,2005,3,13,6,22
144927,11451559,2018-09-19 18:00:00,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,18.0,41.897895128,-87.624096605,1177338.0,1906181.0,2018,9,19,2,18
9492,11648707,2019-04-08 15:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,3.0,41.781629386,-87.614445908,1180320.0,1863836.0,2019,4,8,0,15
2760563,7326289,2010-01-21 09:40:00,ASSAULT,SIMPLE,APARTMENT,False,True,16.0,41.95145308,-87.76331218899999,1139307.0,1925415.0,2010,1,21,3,9
3237771,6586176,2008-10-30 11:45:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,9.0,41.814923621999995,-87.66877999399999,1165407.0,1875849.0,2008,10,30,3,11
6724254,1479332,2001-04-15 16:40:00,BATTERY,SIMPLE,STREET,False,True,7.0,41.774369861,-87.64936178399999,1170818.0,1861113.0,2001,4,15,6,16
353793,11171800,2017-12-08 07:35:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,41.751929963,-87.71476345399999,1153037.0,1852801.0,2017,12,8,4,7
3649303,5914091,2007-11-14 13:30:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,16.0,41.939898633,-87.754281422,1141792.0,1921221.0,2007,11,14,2,13
5817650,2606891,2003-02-26 14:13:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,19.0,41.927458441999995,-87.64159938200001,1172486.0,1916915.0,2003,2,26,2,14
3441512,6264002,2008-05-22 09:45:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,22.0,41.716273535999996,-87.667702156,1165979.0,1839904.0,2008,5,22,3,9
698351,10663437,2016-08-28 15:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,7.0,41.784507231999996,-87.66191492200001,1167365.0,1864780.0,2016,8,28,6,15
1586550,9171090,2013-06-11 22:30:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,24.0,42.017941691,-87.694899784,1157736.0,1949775.0,2013,6,11,1,22
4995278,3649512,2004-11-12 07:49:00,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,APARTMENT,True,False,25.0,41.93274051,-87.72331350700001,1150236.0,1918671.0,2004,11,12,4,7
6046382,2341396,2002-08-30 00:01:00,ASSAULT,SIMPLE,STREET,False,False,11.0,41.871986359,-87.694639649,1158203.0,1896589.0,2002,8,30,4,0
2870571,7159754,2009-10-03 02:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,18.0,41.906600961,-87.65054206,1170113.0,1909295.0,2009,10,3,5,2
1232848,9755306,2014-08-27 06:05:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1.0,41.863235129,-87.624061274,1177452.0,1893551.0,2014,8,27,2,6
4492936,4501488,2005-12-24 00:00:00,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,17.0,41.946221444,-87.708253555,1154298.0,1923613.0,2005,12,24,5,0
1662406,9050613,2013-03-16 12:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,5.0,41.710003149,-87.61140265799999,1181369.0,1837743.0,2013,3,16,5,12
6286538,2028716,2002-03-10 20:26:43,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,18.0,41.891990384,-87.61146150200001,1180796.0,1904058.0,2002,3,10,6,20
1642359,9081943,2013-04-09 18:30:00,BATTERY,SIMPLE,STREET,False,False,9.0,41.830302757,-87.68320619200001,1161432.0,1881423.0,2013,4,9,1,18
4081142,5136494,2006-11-21 21:59:22,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,15.0,41.880399914,-87.75300855299999,1142285.0,1899542.0,2006,11,21,1,21
1874468,8708512,2012-07-16 08:00:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,5.0,41.701041352,-87.611151367,1181465.0,1834478.0,2012,7,16,0,8
2528971,7706009,2010-08-31 00:00:00,THEFT,$500 AND UNDER,STREET,False,False,14.0,41.921028940999996,-87.70966796399999,1153980.0,1914430.0,2010,8,31,1,0
2363541,7945228,2011-02-24 22:48:00,NARCOTICS,POSS: COCAINE,STREET,True,False,4.0,41.754378858,-87.576048648,1190880.0,1853996.0,2011,2,24,3,22
4753916,4134469,2005-06-02 18:15:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,15.0,41.880320753,-87.75909762799999,1140627.0,1899502.0,2005,6,2,3,18
3980795,5339360,2007-02-23 17:00:00,THEFT,FROM BUILDING,RESIDENCE,False,False,1.0,41.857388623,-87.62075609799999,1178370.0,1891428.0,2007,2,23,4,17
2000582,8512256,2012-03-08 22:30:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,7.0,41.780404738,-87.66666537299999,1166081.0,1863275.0,2012,3,8,3,22
5821889,2601435,2003-02-22 16:50:00,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,9.0,41.795335494,-87.66461836299999,1166597.0,1868720.0,2003,2,22,5,16
4295813,4786762,2006-06-06 22:18:43,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE PORCH/HALLWAY,False,False,15.0,41.879924058,-87.76485901299999,1139059.0,1899347.0,2006,6,6,1,22
3262926,6546340,2008-10-09 19:30:00,ROBBERY,ARMED: HANDGUN,OTHER,False,False,10.0,41.850149531999996,-87.727416865,1149332.0,1888567.0,2008,10,9,3,19
3684119,5845740,2007-10-17 14:33:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2.0,41.804084538000005,-87.605520738,1182685.0,1872039.0,2007,10,17,2,14
5811056,2628527,2003-03-03 18:50:00,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,11.0,41.871940099,-87.699167225,1156970.0,1896563.0,2003,3,3,0,18
2052499,8432387,2012-01-06 17:00:00,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False,25.0,41.923588879,-87.803558209,1128422.0,1915191.0,2012,1,6,4,17
366392,11158356,2017-11-20 15:20:00,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,7.0,41.766346009,-87.657789909,1168542.0,1858171.0,2017,11,20,0,15
427199,11072491,2017-08-30 17:02:00,ROBBERY,VEHICULAR HIJACKING,SIDEWALK,False,False,2.0,41.819140831999995,-87.602253976,1183529.0,1877533.0,2017,8,30,2,17
2073037,8398806,2011-12-13 22:00:00,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,True,11.0,41.894282641,-87.72482922200001,1149923.0,1904654.0,2011,12,13,1,22
1185548,9832598,2014-10-26 07:47:00,THEFT,$500 AND UNDER,STREET,False,False,12.0,41.901261723000005,-87.68335011399999,1161197.0,1907280.0,2014,10,26,6,7
224981,11344676,2018-06-11 18:54:00,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,14.0,41.908898648000005,-87.692085955,1158798.0,1910045.0,2018,6,11,0,18
2437474,7825476,2010-11-27 23:00:00,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,25.0,41.919399201,-87.780437097,1134724.0,1913704.0,2010,11,27,5,23
4472744,4530006,2006-01-10 20:00:00,THEFT,OVER $500,STREET,False,False,8.0,41.752433245,-87.73782126399999,1146744.0,1852940.0,2006,1,10,1,20
1346444,9569280,2014-04-11 12:00:00,ASSAULT,SIMPLE,STREET,False,False,4.0,41.740325519,-87.58572214700001,1188285.0,1848852.0,2014,4,11,4,12
145621,24186,2018-09-18 19:34:00,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,True,False,9.0,41.818506125999996,-87.665206456,1166371.0,1877162.0,2018,9,18,1,19
399482,11110301,2017-10-06 05:00:00,ASSAULT,SIMPLE,CHA APARTMENT,True,True,5.0,41.655185272,-87.602318059,1184019.0,1817789.0,2017,10,6,4,5
1455387,9386734,2013-11-06 14:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,3.0,41.785143676,-87.612074654,1180956.0,1865122.0,2013,11,6,2,14
1926729,8631444,2012-05-26 21:45:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,12.0,41.885054234,-87.649791006,1170380.0,1901445.0,2012,5,26,5,21
62261,11568970,2019-01-14 11:01:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,12.0,41.883491313,-87.65324492200001,1169444.0,1900868.0,2019,1,14,0,11
4691135,4165034,2005-07-19 13:20:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,24.0,42.019399236999995,-87.675049485,1163126.0,1950347.0,2005,7,19,1,13
3210060,6629286,2008-11-23 10:37:22,OTHER OFFENSE,LICENSE VIOLATION,SIDEWALK,True,False,10.0,41.866245207,-87.719775451,1151372.0,1894447.0,2008,11,23,6,10
354373,11170986,2017-12-07 08:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,10.0,41.837758549,-87.72315217299999,1150526.0,1884060.0,2017,12,7,3,8
5330188,3213008,2004-03-07 13:00:00,THEFT,FROM BUILDING,RESIDENCE,False,True,6.0,41.755690427,-87.61140031299999,1181230.0,1854391.0,2004,3,7,6,13
480241,10994207,2017-06-24 23:39:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,11.0,41.875415013,-87.71387525200001,1152955.0,1897800.0,2017,6,24,5,23
5051839,3574109,2004-09-30 13:30:00,ASSAULT,SIMPLE,RESTAURANT,True,False,11.0,41.86640116,-87.705973505,1155131.0,1894531.0,2004,9,30,3,13
3466713,6223986,2008-05-01 15:30:00,PUBLIC PEACE VIOLATION,BOMB THREAT,SPORTS ARENA/STADIUM,False,False,19.0,41.947225886,-87.655545441,1168634.0,1924088.0,2008,5,1,3,15
4875908,4318979,2005-02-25 22:19:07,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,20.0,41.972845315,-87.65083157,1169842.0,1933434.0,2005,2,25,4,22
3467281,6237994,2008-05-01 07:15:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,25.0,41.902528845,-87.76383938299999,1139282.0,1907586.0,2008,5,1,3,7
4879995,3828034,2005-02-22 16:30:00,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,RESIDENCE,False,False,18.0,41.914138003000005,-87.654014529,1169146.0,1912034.0,2005,2,22,1,16
5679119,2786581,2003-06-12 14:30:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,19.0,41.948957945,-87.65982070700001,1167466.0,1924710.0,2003,6,12,3,14
6102982,2263967,2002-07-21 18:35:00,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,True,False,12.0,41.898882295,-87.672262913,1164222.0,1906436.0,2002,7,21,6,18
1604095,9141866,2013-05-23 04:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,25.0,41.902662801999995,-87.726762675,1149375.0,1907704.0,2013,5,23,3,4
1413157,9448371,2014-01-02 16:30:00,THEFT,FROM BUILDING,OTHER,False,False,5.0,41.677661758,-87.65287225799999,1170139.0,1825866.0,2014,1,2,3,16
5595100,2886026,2003-08-11 22:45:00,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA PARKING LOT/GROUNDS,True,False,5.0,41.657209223,-87.602964841,1183836.0,1818525.0,2003,8,11,0,22
2743779,7362525,2010-02-08 14:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1.0,41.866937617,-87.624141504,1177419.0,1894900.0,2010,2,8,0,14
3802336,5666101,2007-07-17 18:22:02,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,False,8.0,41.760405299,-87.695358811,1158309.0,1855928.0,2007,7,17,1,18
2670293,7469472,2010-04-22 20:00:00,ROBBERY,AGGRAVATED,STREET,False,False,1.0,41.882074783,-87.626798061,1176650.0,1900410.0,2010,4,22,3,20
2417980,7855706,2010-12-20 20:37:00,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",True,False,16.0,42.004335129,-87.81085809,1126256.0,1944603.0,2010,12,20,0,20
5240735,3327459,2004-05-16 01:32:11,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,20.0,41.969620333,-87.669458059,1164786.0,1932219.0,2004,5,16,6,1
6259536,2580155,2002-04-01 00:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,18.0,41.902455031,-87.632873247,1174935.0,1907823.0,2002,4,1,0,0
4871070,3839032,2005-03-02 08:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,19.0,41.967451844,-87.692539696,1158515.0,1931381.0,2005,3,2,2,8
3706324,5817528,2007-09-30 00:45:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,11.0,41.871986625,-87.694687378,1158190.0,1896589.0,2007,9,30,6,0
5710596,2744197,2003-05-20 07:00:00,THEFT,$500 AND UNDER,GAS STATION,False,False,6.0,41.721895855999996,-87.613841024,1180667.0,1842071.0,2003,5,20,1,7
4468492,4536222,2006-01-14 09:00:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,5.0,41.662175725,-87.63779275899999,1174304.0,1820256.0,2006,1,14,5,9
3708112,5807656,2007-09-28 18:59:37,BATTERY,SIMPLE,SIDEWALK,False,False,7.0,41.791296299,-87.671796363,1164651.0,1867233.0,2007,9,28,4,18
6465490,1800715,2001-10-18 17:02:00,PUBLIC PEACE VIOLATION,BOMB THREAT,POLICE FACILITY/VEH PARKING LOT,False,False,12.0,41.881418867,-87.662484034,1166934.0,1900093.0,2001,10,18,3,17
6171788,2166830,2002-06-04 08:47:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,4.0,41.748884218,-87.57471701899999,1191261.0,1851997.0,2002,6,4,1,8
2328676,8000585,2011-04-03 15:30:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,True,False,6.0,41.748703624,-87.651873361,1170207.0,1851755.0,2011,4,3,6,15
4805107,3943894,2005-04-24 15:30:00,THEFT,$500 AND UNDER,STREET,False,False,17.0,41.957829628,-87.727739835,1148967.0,1927805.0,2005,4,24,6,15
891383,10337837,2015-12-07 21:50:00,ASSAULT,SIMPLE,RESTAURANT,False,False,6.0,41.742433848000005,-87.663236494,1167124.0,1849446.0,2015,12,7,0,21
1404077,9465722,2014-01-17 16:00:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,18.0,41.918669066,-87.64852851100001,1170626.0,1913697.0,2014,1,17,4,16
3497836,6195542,2008-04-05 10:25:00,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,False,False,5.0,41.69443134,-87.62011178600001,1179038.0,1832049.0,2008,4,5,5,10
4898990,3813580,2005-02-05 20:00:00,THEFT,$500 AND UNDER,STREET,False,False,5.0,41.714470571,-87.613975119,1180653.0,1839365.0,2005,2,5,5,20
1540321,9241993,2013-08-01 01:30:00,THEFT,OVER $500,APARTMENT,False,False,25.0,41.931489935,-87.749866578,1143014.0,1918165.0,2013,8,1,3,1
2201063,8203017,2011-08-04 16:45:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,8.0,41.780259311,-87.68976879600001,1159780.0,1863174.0,2011,8,4,3,16
5102295,3517330,2004-08-24 21:06:23,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,11.0,41.884930978,-87.71622179200001,1152291.0,1901263.0,2004,8,24,1,21
45164,11603620,2019-02-12 00:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,19.0,41.927977564,-87.64762417600001,1170845.0,1917091.0,2019,2,12,1,0
6167483,2180424,2002-06-07 10:39:36,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,7.0,41.771181603,-87.670060166,1165181.0,1859907.0,2002,6,7,4,10
2541494,7692509,2010-08-19 18:24:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,5.0,41.678653609,-87.62268006299999,1178384.0,1826294.0,2010,8,19,3,18
5619026,2857821,2003-07-26 02:16:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),False,False,11.0,41.873733444,-87.735224244,1147145.0,1897146.0,2003,7,26,5,2
3279256,6520969,2008-09-26 03:30:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,18.0,41.912138405,-87.63315681899999,1174829.0,1911351.0,2008,9,26,4,3
3690992,5834508,2007-10-12 02:17:00,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,PARKING LOT/GARAGE(NON.RESID.),True,False,6.0,41.758361783000005,-87.617725721,1179496.0,1855350.0,2007,10,12,4,2
581950,10838525,2017-02-04 01:50:00,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,True,7.0,41.777128147,-87.650791627,1170420.0,1862115.0,2017,2,4,5,1
2311163,8028872,2011-04-21 16:00:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,8.0,41.780470109,-87.682371556,1161797.0,1863266.0,2011,4,21,3,16
804002,10487571,2016-04-15 08:00:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,12.0,41.89447314,-87.652676661,1169567.0,1904871.0,2016,4,15,4,8
